year;areakm;municipality;geocode_ibge;state
2008;41,19606427602557;Sao Miguel do Guapore;1100320;Rondonia
2009;3,791843582706187;Sao Miguel do Guapore;1100320;Rondonia
2010;3,7868239172470046;Sao Miguel do Guapore;1100320;Rondonia
2011;5,355290198688249;Sao Miguel do Guapore;1100320;Rondonia
2012;12,776478928898126;Sao Miguel do Guapore;1100320;Rondonia
2013;7,706203151848239;Sao Miguel do Guapore;1100320;Rondonia
2014;10,876331232585738;Sao Miguel do Guapore;1100320;Rondonia
2015;4,8548861363986475;Sao Miguel do Guapore;1100320;Rondonia
2016;17,48841243609678;Sao Miguel do Guapore;1100320;Rondonia
2017;9,857329142820081;Sao Miguel do Guapore;1100320;Rondonia
2018;8,868819029347193;Sao Miguel do Guapore;1100320;Rondonia
2019;16,907735878405667;Sao Miguel do Guapore;1100320;Rondonia
2020;20,471683685140796;Sao Miguel do Guapore;1100320;Rondonia
2021;12,512827682339223;Sao Miguel do Guapore;1100320;Rondonia
2022;10,24589833530711;Sao Miguel do Guapore;1100320;Rondonia
2023;6,513075203372711;Sao Miguel do Guapore;1100320;Rondonia
2024;3,5369986914839155;Sao Miguel do Guapore;1100320;Rondonia
2007;1177,9875896651342;Seringueiras;1101500;Rondonia
2008;42,57665538168232;Seringueiras;1101500;Rondonia
2009;4,266243269933105;Seringueiras;1101500;Rondonia
2010;4,8136077596690585;Seringueiras;1101500;Rondonia
2011;7,870025784112657;Seringueiras;1101500;Rondonia
2012;12,57923854422564;Seringueiras;1101500;Rondonia
2013;10,070327200009494;Seringueiras;1101500;Rondonia
2014;7,76816700309824;Seringueiras;1101500;Rondonia
2015;6,869484899587212;Seringueiras;1101500;Rondonia
2016;7,375424757219191;Seringueiras;1101500;Rondonia
2017;6,226359862168607;Seringueiras;1101500;Rondonia
2018;8,958338761399599;Seringueiras;1101500;Rondonia
2019;53,116330193660275;Seringueiras;1101500;Rondonia
2020;33,8404857966685;Seringueiras;1101500;Rondonia
2021;31,714897401911145;Seringueiras;1101500;Rondonia
2022;16,867100965952744;Seringueiras;1101500;Rondonia
2023;7,3743855077876965;Seringueiras;1101500;Rondonia
2024;2,9766920048501406;Seringueiras;1101500;Rondonia
2007;440,65877274708515;Teixeiropolis;1101559;Rondonia
2008;0,5183504075652202;Teixeiropolis;1101559;Rondonia
2009;0,17795684634243963;Teixeiropolis;1101559;Rondonia
2010;0;Teixeiropolis;1101559;Rondonia
2011;0,1460102561187548;Teixeiropolis;1101559;Rondonia
2012;0,14701858889665992;Teixeiropolis;1101559;Rondonia
2013;0;Teixeiropolis;1101559;Rondonia
2014;0;Teixeiropolis;1101559;Rondonia
2015;0,37555716287931945;Teixeiropolis;1101559;Rondonia
2016;0,06589446618956482;Teixeiropolis;1101559;Rondonia
2017;0,012221812855314464;Teixeiropolis;1101559;Rondonia
2018;0,00045532095621153714;Teixeiropolis;1101559;Rondonia
2019;0,2812851621279035;Teixeiropolis;1101559;Rondonia
2020;0,3614361830426026;Teixeiropolis;1101559;Rondonia
2021;0,31727703184231887;Teixeiropolis;1101559;Rondonia
2022;0,02528594059883795;Teixeiropolis;1101559;Rondonia
2023;0,0003741762476531612;Teixeiropolis;1101559;Rondonia
2024;0,031261134449840834;Teixeiropolis;1101559;Rondonia
2007;1708,8555148818498;Theobroma;1101609;Rondonia
2008;7,110619455036547;Theobroma;1101609;Rondonia
2009;6,406380878145424;Theobroma;1101609;Rondonia
2010;1,8942177521213686;Theobroma;1101609;Rondonia
2011;2,2256179255412545;Theobroma;1101609;Rondonia
2012;3,0309365416570024;Theobroma;1101609;Rondonia
2013;4,943703591815142;Theobroma;1101609;Rondonia
2014;3,5434454579330987;Theobroma;1101609;Rondonia
2015;4,443428628409626;Theobroma;1101609;Rondonia
2016;4,345000452739294;Theobroma;1101609;Rondonia
2017;3,308746163367312;Theobroma;1101609;Rondonia
2018;2,648056114315955;Theobroma;1101609;Rondonia
2019;5,5029296246160015;Theobroma;1101609;Rondonia
2020;4,710757935197316;Theobroma;1101609;Rondonia
2021;4,504530526970199;Theobroma;1101609;Rondonia
2022;5,522832053699804;Theobroma;1101609;Rondonia
2023;3,9225876059166316;Theobroma;1101609;Rondonia
2024;2,900187426895129;Theobroma;1101609;Rondonia
2007;672,4725476945673;Urupa;1101708;Rondonia
2008;2,1438355254980532;Urupa;1101708;Rondonia
2009;1,6039477625239256;Urupa;1101708;Rondonia
2010;0,2113282802116423;Urupa;1101708;Rondonia
2011;1,1614542182222192;Urupa;1101708;Rondonia
2012;0,8385469217523677;Urupa;1101708;Rondonia
2013;0,6906151902323798;Urupa;1101708;Rondonia
2014;0,8052121090351508;Urupa;1101708;Rondonia
2015;1,0195441838625205;Urupa;1101708;Rondonia
2016;1,11994962991209;Urupa;1101708;Rondonia
2017;0,794579369722317;Urupa;1101708;Rondonia
2018;0,6800905357355572;Urupa;1101708;Rondonia
2019;0,4694288228919255;Urupa;1101708;Rondonia
2020;1,0424217881750344;Urupa;1101708;Rondonia
2021;0,8447661150074084;Urupa;1101708;Rondonia
2022;0,1381303664365707;Urupa;1101708;Rondonia
2023;0,4509718686504871;Urupa;1101708;Rondonia
2024;0,13408857543712016;Urupa;1101708;Rondonia
2007;1156,9354964811241;Vale do Anari;1101757;Rondonia
2008;11,981219145043507;Vale do Anari;1101757;Rondonia
2009;10,110865754310211;Vale do Anari;1101757;Rondonia
2010;3,5566949488629223;Vale do Anari;1101757;Rondonia
2011;6,976363715877908;Vale do Anari;1101757;Rondonia
2012;11,956529999418214;Vale do Anari;1101757;Rondonia
2013;8,577090191032832;Vale do Anari;1101757;Rondonia
2014;10,921442640766537;Vale do Anari;1101757;Rondonia
2015;14,16776709642172;Vale do Anari;1101757;Rondonia
2016;19,56443224702934;Vale do Anari;1101757;Rondonia
2017;10,019705123018543;Vale do Anari;1101757;Rondonia
2018;8,810172500829855;Vale do Anari;1101757;Rondonia
2019;9,403733921198482;Vale do Anari;1101757;Rondonia
2020;7,182268891160278;Vale do Anari;1101757;Rondonia
2021;9,237334114351272;Vale do Anari;1101757;Rondonia
2022;4,3685981293754175;Vale do Anari;1101757;Rondonia
2023;4,175321279398422;Vale do Anari;1101757;Rondonia
2024;1,4241944558113153;Vale do Anari;1101757;Rondonia
2007;857,1048786375231;Vale do Paraiso;1101807;Rondonia
2008;0,6716849485465056;Vale do Paraiso;1101807;Rondonia
2009;0,6616892463328841;Vale do Paraiso;1101807;Rondonia
2010;0,07015951160956238;Vale do Paraiso;1101807;Rondonia
2011;0,24807062137344932;Vale do Paraiso;1101807;Rondonia
2012;0,6274548265264177;Vale do Paraiso;1101807;Rondonia
2013;0,239217140111823;Vale do Paraiso;1101807;Rondonia
2014;1,5302452444082382;Vale do Paraiso;1101807;Rondonia
2015;1,1815825733193988;Vale do Paraiso;1101807;Rondonia
2016;3,980738462970828;Vale do Paraiso;1101807;Rondonia
2017;5,015216757296719;Vale do Paraiso;1101807;Rondonia
2018;2,8981985406567246;Vale do Paraiso;1101807;Rondonia
2019;1,7990442081949787;Vale do Paraiso;1101807;Rondonia
2020;2,0446835338291662;Vale do Paraiso;1101807;Rondonia
2021;2,1837729320125905;Vale do Paraiso;1101807;Rondonia
2022;1,153650404474501;Vale do Paraiso;1101807;Rondonia
2023;0,3045582305926726;Vale do Paraiso;1101807;Rondonia
2024;0,28477622935930696;Vale do Paraiso;1101807;Rondonia
2007;1646,7083808703983;Vilhena;1100304;Rondonia
2008;59,82492920028358;Vilhena;1100304;Rondonia
2009;6,24877177050565;Vilhena;1100304;Rondonia
2010;8,639886629839836;Vilhena;1100304;Rondonia
2011;7,879665797183842;Vilhena;1100304;Rondonia
2012;8,732725936665455;Vilhena;1100304;Rondonia
2013;7,9896058709364794;Vilhena;1100304;Rondonia
2014;7,476016926953669;Vilhena;1100304;Rondonia
2015;15,867212481663753;Vilhena;1100304;Rondonia
2016;13,735763092059608;Vilhena;1100304;Rondonia
2017;14,716449746851756;Vilhena;1100304;Rondonia
2018;17,312045306778685;Vilhena;1100304;Rondonia
2019;24,999547382914184;Vilhena;1100304;Rondonia
2020;18,95221683606238;Vilhena;1100304;Rondonia
2021;24,189062696390607;Vilhena;1100304;Rondonia
2022;10,743824715341113;Vilhena;1100304;Rondonia
2023;7,839714606640771;Vilhena;1100304;Rondonia
2024;3,8982266423829808;Vilhena;1100304;Rondonia
2007;693,8011593044148;Alto Alegre;1400050;Roraima
2008;36,39036358064149;Alto Alegre;1400050;Roraima
2009;4,255979575940029;Alto Alegre;1400050;Roraima
2010;6,568873196348909;Alto Alegre;1400050;Roraima
2011;11,291042189638363;Alto Alegre;1400050;Roraima
2012;7,009597842917933;Alto Alegre;1400050;Roraima
2013;15,465091841891175;Alto Alegre;1400050;Roraima
2014;6,585787806112503;Alto Alegre;1400050;Roraima
2015;6,912005743532061;Alto Alegre;1400050;Roraima
2016;24,46222926679066;Alto Alegre;1400050;Roraima
2017;1,8046971209828755;Alto Alegre;1400050;Roraima
2018;5,16291532360622;Alto Alegre;1400050;Roraima
2019;21,88719951032704;Alto Alegre;1400050;Roraima
2020;35,932353014523734;Alto Alegre;1400050;Roraima
2021;12,83766776292753;Alto Alegre;1400050;Roraima
2022;24,239819538397658;Alto Alegre;1400050;Roraima
2023;12,012208436339952;Alto Alegre;1400050;Roraima
2024;17,322860979815058;Alto Alegre;1400050;Roraima
2007;261,8772353997917;Amajari;1400027;Roraima
2008;34,70643650605857;Amajari;1400027;Roraima
2009;3,2615984247428376;Amajari;1400027;Roraima
2010;8,522431498917808;Amajari;1400027;Roraima
2011;12,601262770949177;Amajari;1400027;Roraima
2012;5,278444791029525;Amajari;1400027;Roraima
2013;5,160465888963212;Amajari;1400027;Roraima
2014;11,323838411135824;Amajari;1400027;Roraima
2015;11,277580139857728;Amajari;1400027;Roraima
2016;8,971569490798327;Amajari;1400027;Roraima
2017;9,031037176947018;Amajari;1400027;Roraima
2018;11,7018782763495;Amajari;1400027;Roraima
2019;21,286171607035858;Amajari;1400027;Roraima
2020;14,984852019875584;Amajari;1400027;Roraima
2021;10,353651220135083;Amajari;1400027;Roraima
2022;18,348164389492204;Amajari;1400027;Roraima
2023;9,846307625377182;Amajari;1400027;Roraima
2024;23,950676430738092;Amajari;1400027;Roraima
2007;17,249327938724047;Boa Vista;1400100;Roraima
2008;2,347748509640882;Boa Vista;1400100;Roraima
2009;0,15567566574859087;Boa Vista;1400100;Roraima
2010;0,5764316047451119;Boa Vista;1400100;Roraima
2011;0,19601630781814772;Boa Vista;1400100;Roraima
2012;0;Boa Vista;1400100;Roraima
2013;0,19209647989424433;Boa Vista;1400100;Roraima
2014;0,3103628938492121;Boa Vista;1400100;Roraima
2015;0,09575861433875088;Boa Vista;1400100;Roraima
2016;0,06333430482802889;Boa Vista;1400100;Roraima
2017;0;Boa Vista;1400100;Roraima
2018;0;Boa Vista;1400100;Roraima
2019;0,06917061147859481;Boa Vista;1400100;Roraima
2020;0,8586000085969244;Boa Vista;1400100;Roraima
2021;0,4196086273393472;Boa Vista;1400100;Roraima
2022;0,7668692132469943;Boa Vista;1400100;Roraima
2023;0;Boa Vista;1400100;Roraima
2024;0,825559041205998;Boa Vista;1400100;Roraima
2007;346,08644250304866;Bonfim;1400159;Roraima
2008;19,509829261923954;Bonfim;1400159;Roraima
2009;2,4150613470185225;Bonfim;1400159;Roraima
2010;7,474307598939133;Bonfim;1400159;Roraima
2011;3,828616827866702;Bonfim;1400159;Roraima
2012;2,500098495490165;Bonfim;1400159;Roraima
2013;2,657399416486359;Bonfim;1400159;Roraima
2014;2,1282824208325968;Bonfim;1400159;Roraima
2015;8,2997273778371;Bonfim;1400159;Roraima
2016;2,898446645087405;Bonfim;1400159;Roraima
2017;1,7119389961533409;Bonfim;1400159;Roraima
2018;2,3973113328459124;Bonfim;1400159;Roraima
2019;12,475439171281659;Bonfim;1400159;Roraima
2020;8,961929371222055;Bonfim;1400159;Roraima
2021;1,8026775163007676;Bonfim;1400159;Roraima
2022;3,8036898882861716;Bonfim;1400159;Roraima
2023;5,842841253709094;Bonfim;1400159;Roraima
2024;2,0534810170896876;Bonfim;1400159;Roraima
2007;1307,3918821614977;Canta;1400175;Roraima
2008;121,31142953162477;Canta;1400175;Roraima
2009;8,001053174231265;Canta;1400175;Roraima
2010;35,18277358357867;Canta;1400175;Roraima
2011;8,640221061060497;Canta;1400175;Roraima
2012;12,355527315445295;Canta;1400175;Roraima
2013;9,545869555228922;Canta;1400175;Roraima
2014;16,940786993018516;Canta;1400175;Roraima
2015;24,14536968328092;Canta;1400175;Roraima
2016;22,816136490373765;Canta;1400175;Roraima
2017;9,78115459823939;Canta;1400175;Roraima
2018;9,313571998551812;Canta;1400175;Roraima
2019;85,04462059271529;Canta;1400175;Roraima
2020;21,01189448801009;Canta;1400175;Roraima
2021;19,505620178448222;Canta;1400175;Roraima
2022;12,571883475499284;Canta;1400175;Roraima
2023;17,548379196257315;Canta;1400175;Roraima
2024;20,647231137390285;Canta;1400175;Roraima
2007;911,2870384172899;Caracarai;1400209;Roraima
2008;42,20266435493262;Caracarai;1400209;Roraima
2009;8,927624328362036;Caracarai;1400209;Roraima
2010;18,985997166613647;Caracarai;1400209;Roraima
2011;22,134087867221254;Caracarai;1400209;Roraima
2012;21,994919236123685;Caracarai;1400209;Roraima
2013;13,670590984128784;Caracarai;1400209;Roraima
2014;33,35785995374629;Caracarai;1400209;Roraima
2015;19,695707046207982;Caracarai;1400209;Roraima
2016;38,119390562183476;Caracarai;1400209;Roraima
2017;22,410450313977208;Caracarai;1400209;Roraima
2018;18,155831271461683;Caracarai;1400209;Roraima
2019;99,49110138871082;Caracarai;1400209;Roraima
2020;35,97668567394319;Caracarai;1400209;Roraima
2021;22,710479787456595;Caracarai;1400209;Roraima
2022;39,362701632638235;Caracarai;1400209;Roraima
2023;52,01216804602545;Caracarai;1400209;Roraima
2024;74,62601443147041;Caracarai;1400209;Roraima
2007;836,1377750991749;Caroebe;1400233;Roraima
2008;38,06705932365028;Caroebe;1400233;Roraima
2009;23,780249852846307;Caroebe;1400233;Roraima
2010;19,21789003650035;Caroebe;1400233;Roraima
2011;14,79236640761817;Caroebe;1400233;Roraima
2012;11,34426100727646;Caroebe;1400233;Roraima
2013;9,039807439446706;Caroebe;1400233;Roraima
2014;17,263192998334052;Caroebe;1400233;Roraima
2015;20,359389721470603;Caroebe;1400233;Roraima
2016;25,888637066161518;Caroebe;1400233;Roraima
2017;15,419160485620624;Caroebe;1400233;Roraima
2018;11,933805946913656;Caroebe;1400233;Roraima
2019;36,96079330484059;Caroebe;1400233;Roraima
2020;41,884729617891765;Caroebe;1400233;Roraima
2021;37,25138023019627;Caroebe;1400233;Roraima
2022;31,898403999905497;Caroebe;1400233;Roraima
2023;39,40535999182746;Caroebe;1400233;Roraima
2024;19,1340952753162;Caroebe;1400233;Roraima
2007;587,7899666472009;Iracema;1400282;Roraima
2008;102,39825885340657;Iracema;1400282;Roraima
2009;5,628671853090281;Iracema;1400282;Roraima
2010;32,2040101085468;Iracema;1400282;Roraima
2011;7,172939985106159;Iracema;1400282;Roraima
2012;5,858990823387364;Iracema;1400282;Roraima
2013;16,77153788047533;Iracema;1400282;Roraima
2014;21,83104786496503;Iracema;1400282;Roraima
2015;10,49919866937344;Iracema;1400282;Roraima
2016;21,422197255174314;Iracema;1400282;Roraima
2017;11,06165723434916;Iracema;1400282;Roraima
2018;2,7907851126674563;Iracema;1400282;Roraima
2019;61,05040111500611;Iracema;1400282;Roraima
2020;22,765161824348777;Iracema;1400282;Roraima
2021;25,294024621981986;Iracema;1400282;Roraima
2022;27,410114958386924;Iracema;1400282;Roraima
2023;26,509579700834415;Iracema;1400282;Roraima
2024;70,16818179634335;Iracema;1400282;Roraima
2007;1388,728032609796;Mucajai;1400308;Roraima
2008;213,46868268779096;Mucajai;1400308;Roraima
2009;20,099260157718373;Mucajai;1400308;Roraima
2010;59,287800600916285;Mucajai;1400308;Roraima
2011;26,777573412662424;Mucajai;1400308;Roraima
2012;17,561060497164725;Mucajai;1400308;Roraima
2013;38,510749302764836;Mucajai;1400308;Roraima
2014;47,77284847474657;Mucajai;1400308;Roraima
2015;21,868142093489197;Mucajai;1400308;Roraima
2016;45,24259396620297;Mucajai;1400308;Roraima
2017;8,328918558604936;Mucajai;1400308;Roraima
2018;18,51790942623204;Mucajai;1400308;Roraima
2019;81,60954203442999;Mucajai;1400308;Roraima
2020;43,159400749295095;Mucajai;1400308;Roraima
2021;68,4712360724181;Mucajai;1400308;Roraima
2022;29,40717416771024;Mucajai;1400308;Roraima
2023;24,043488843481057;Mucajai;1400308;Roraima
2024;101,53284637892492;Mucajai;1400308;Roraima
2007;19,66977205832721;Normandia;1400407;Roraima
2008;0,3429859259591048;Normandia;1400407;Roraima
2009;0;Normandia;1400407;Roraima
2010;0;Normandia;1400407;Roraima
2011;0;Normandia;1400407;Roraima
2012;0;Normandia;1400407;Roraima
2013;0;Normandia;1400407;Roraima
2014;0;Normandia;1400407;Roraima
2015;0;Normandia;1400407;Roraima
2016;0;Normandia;1400407;Roraima
2017;0;Normandia;1400407;Roraima
2018;0;Normandia;1400407;Roraima
2019;0;Normandia;1400407;Roraima
2020;0;Normandia;1400407;Roraima
2021;0;Normandia;1400407;Roraima
2022;0;Normandia;1400407;Roraima
2023;0;Normandia;1400407;Roraima
2024;0;Normandia;1400407;Roraima
2007;71,00500671236247;Pacaraima;1400456;Roraima
2008;0,001528657002586317;Pacaraima;1400456;Roraima
2009;0,5887465171935194;Pacaraima;1400456;Roraima
2010;6,694851089038959;Pacaraima;1400456;Roraima
2011;0,2337663567000079;Pacaraima;1400456;Roraima
2012;0;Pacaraima;1400456;Roraima
2013;0,29925599825328275;Pacaraima;1400456;Roraima
2014;0,41079504231281233;Pacaraima;1400456;Roraima
2015;0,09142641748160713;Pacaraima;1400456;Roraima
2016;0,14390824288511087;Pacaraima;1400456;Roraima
2017;0,31907645120929623;Pacaraima;1400456;Roraima
2018;0;Pacaraima;1400456;Roraima
2019;2,2112186079923832;Pacaraima;1400456;Roraima
2020;0,4613246267308192;Pacaraima;1400456;Roraima
2021;1,0951666959635935;Pacaraima;1400456;Roraima
2022;0,3493977258264719;Pacaraima;1400456;Roraima
2023;0,19952309718982028;Pacaraima;1400456;Roraima
2024;0,7332317532071503;Pacaraima;1400456;Roraima
2007;1003,2149450114482;Rorainopolis;1400472;Roraima
2008;25,996176808587013;Rorainopolis;1400472;Roraima
2009;18,162546459360826;Rorainopolis;1400472;Roraima
2010;15,872496921337996;Rorainopolis;1400472;Roraima
2011;10,800646692231924;Rorainopolis;1400472;Roraima
2012;15,498632605595759;Rorainopolis;1400472;Roraima
2013;22,814299921615028;Rorainopolis;1400472;Roraima
2014;19,391886197193987;Rorainopolis;1400472;Roraima
2015;23,258427586974435;Rorainopolis;1400472;Roraima
2016;25,298774117928744;Rorainopolis;1400472;Roraima
2017;33,70283011177889;Rorainopolis;1400472;Roraima
2018;37,71854839001376;Rorainopolis;1400472;Roraima
2019;97,17575444236968;Rorainopolis;1400472;Roraima
2020;79,51673868340097;Rorainopolis;1400472;Roraima
2021;53,992421911576116;Rorainopolis;1400472;Roraima
2022;78,73735547382691;Rorainopolis;1400472;Roraima
2023;68,11235894204127;Rorainopolis;1400472;Roraima
2024;55,05120872728975;Rorainopolis;1400472;Roraima
2007;483,04492862000285;Sao Joao da Baliza;1400506;Roraima
2008;15,132121538184373;Sao Joao da Baliza;1400506;Roraima
2009;8,83580046892281;Sao Joao da Baliza;1400506;Roraima
2010;7,34286601750846;Sao Joao da Baliza;1400506;Roraima
2011;5,041676375577455;Sao Joao da Baliza;1400506;Roraima
2012;3,6961720271758782;Sao Joao da Baliza;1400506;Roraima
2013;6,663317199198335;Sao Joao da Baliza;1400506;Roraima
2014;6,736037883317281;Sao Joao da Baliza;1400506;Roraima
2015;3,4952351600707505;Sao Joao da Baliza;1400506;Roraima
2016;6,219616112863444;Sao Joao da Baliza;1400506;Roraima
2017;4,534452737813943;Sao Joao da Baliza;1400506;Roraima
2018;4,925505105496362;Sao Joao da Baliza;1400506;Roraima
2019;10,60885433849357;Sao Joao da Baliza;1400506;Roraima
2020;8,297603090186167;Sao Joao da Baliza;1400506;Roraima
2021;21,373736988277326;Sao Joao da Baliza;1400506;Roraima
2022;17,188285106839725;Sao Joao da Baliza;1400506;Roraima
2023;8,653226373706337;Sao Joao da Baliza;1400506;Roraima
2024;8,255201470136138;Sao Joao da Baliza;1400506;Roraima
2007;549,5083763919423;Sao Luiz;1400605;Roraima
2008;12,817798522915915;Sao Luiz;1400605;Roraima
2009;5,466042235768249;Sao Luiz;1400605;Roraima
2010;5,147642864193227;Sao Luiz;1400605;Roraima
2011;5,415277655359858;Sao Luiz;1400605;Roraima
2012;4,299542933234066;Sao Luiz;1400605;Roraima
2013;6,794494914457401;Sao Luiz;1400605;Roraima
2014;3,8857389453309024;Sao Luiz;1400605;Roraima
2015;4,209035090781266;Sao Luiz;1400605;Roraima
2016;6,78774469021304;Sao Luiz;1400605;Roraima
2017;3,6054635436057003;Sao Luiz;1400605;Roraima
2018;4,030126736381136;Sao Luiz;1400605;Roraima
2019;10,867242761666406;Sao Luiz;1400605;Roraima
2020;6,529395988780612;Sao Luiz;1400605;Roraima
2021;7,981340830131426;Sao Luiz;1400605;Roraima
2022;8,614703434635159;Sao Luiz;1400605;Roraima
2023;11,776793101602271;Sao Luiz;1400605;Roraima
2024;7,24917332745455;Sao Luiz;1400605;Roraima
2007;32,41005258721402;Uiramuta;1400704;Roraima
2008;0,4441324803640773;Uiramuta;1400704;Roraima
2009;1,6645577959812172;Uiramuta;1400704;Roraima
2010;11,697364529090247;Uiramuta;1400704;Roraima
2011;0,6961258149086003;Uiramuta;1400704;Roraima
2012;0;Uiramuta;1400704;Roraima
2013;0,8291450813458275;Uiramuta;1400704;Roraima
2014;1,1059567981019465;Uiramuta;1400704;Roraima
2015;0,08664365463894844;Uiramuta;1400704;Roraima
2016;0,06678256220370966;Uiramuta;1400704;Roraima
2017;0,17073922840189812;Uiramuta;1400704;Roraima
2018;0;Uiramuta;1400704;Roraima
2019;1,9268257465119634;Uiramuta;1400704;Roraima
2020;0,9897506097505485;Uiramuta;1400704;Roraima
2021;0,5342606366818823;Uiramuta;1400704;Roraima
2022;0,48498069958158224;Uiramuta;1400704;Roraima
2023;0;Uiramuta;1400704;Roraima
2024;0;Uiramuta;1400704;Roraima
2007;5,669821019267593;Abreulandia;1700251;Tocantins
2008;1,8620970613057657;Abreulandia;1700251;Tocantins
2009;0;Abreulandia;1700251;Tocantins
2010;0;Abreulandia;1700251;Tocantins
2011;0;Abreulandia;1700251;Tocantins
2012;0;Abreulandia;1700251;Tocantins
2013;0;Abreulandia;1700251;Tocantins
2014;0;Abreulandia;1700251;Tocantins
2015;0,06840296754839008;Abreulandia;1700251;Tocantins
2016;2,2243245052432674;Abreulandia;1700251;Tocantins
2017;0,14980942302645398;Abreulandia;1700251;Tocantins
2018;0;Abreulandia;1700251;Tocantins
2019;0;Abreulandia;1700251;Tocantins
2020;0,17147473531121935;Abreulandia;1700251;Tocantins
2021;0;Abreulandia;1700251;Tocantins
2022;0,06566093435762017;Abreulandia;1700251;Tocantins
2023;0;Abreulandia;1700251;Tocantins
2024;0;Abreulandia;1700251;Tocantins
2007;104,94234199923063;Aguiarnopolis;1700301;Tocantins
2008;0,08320517321690218;Aguiarnopolis;1700301;Tocantins
2009;0,27004816391230213;Aguiarnopolis;1700301;Tocantins
2010;0,29982261747124045;Aguiarnopolis;1700301;Tocantins
2011;0,13008719577625175;Aguiarnopolis;1700301;Tocantins
2012;0,0893351660244787;Aguiarnopolis;1700301;Tocantins
2013;0;Aguiarnopolis;1700301;Tocantins
2014;0,20211395611370517;Aguiarnopolis;1700301;Tocantins
2015;0,48050054645049317;Aguiarnopolis;1700301;Tocantins
2016;0,17390313162187077;Aguiarnopolis;1700301;Tocantins
2017;0,11842091458635498;Aguiarnopolis;1700301;Tocantins
2018;0,1393312309868346;Aguiarnopolis;1700301;Tocantins
2019;1,9276910100944042;Aguiarnopolis;1700301;Tocantins
2020;0;Aguiarnopolis;1700301;Tocantins
2021;0,611312913211495;Aguiarnopolis;1700301;Tocantins
2022;0,8173786628098567;Aguiarnopolis;1700301;Tocantins
2023;0,6652093977406793;Aguiarnopolis;1700301;Tocantins
2024;0;Aguiarnopolis;1700301;Tocantins
2007;0;Alianca do Tocantins;1700350;Tocantins
2008;0;Alianca do Tocantins;1700350;Tocantins
2009;0;Alianca do Tocantins;1700350;Tocantins
2010;0;Alianca do Tocantins;1700350;Tocantins
2011;0;Alianca do Tocantins;1700350;Tocantins
2012;0;Alianca do Tocantins;1700350;Tocantins
2013;0;Alianca do Tocantins;1700350;Tocantins
2014;0;Alianca do Tocantins;1700350;Tocantins
2015;0;Alianca do Tocantins;1700350;Tocantins
2016;0;Alianca do Tocantins;1700350;Tocantins
2017;0;Alianca do Tocantins;1700350;Tocantins
2018;0;Alianca do Tocantins;1700350;Tocantins
2019;0;Alianca do Tocantins;1700350;Tocantins
2020;0;Alianca do Tocantins;1700350;Tocantins
2021;0;Alianca do Tocantins;1700350;Tocantins
2022;0;Alianca do Tocantins;1700350;Tocantins
2023;0;Alianca do Tocantins;1700350;Tocantins
2024;0;Alianca do Tocantins;1700350;Tocantins
2007;0;Almas;1700400;Tocantins
2008;0;Almas;1700400;Tocantins
2009;0;Almas;1700400;Tocantins
2010;0;Almas;1700400;Tocantins
2011;0;Almas;1700400;Tocantins
2012;0;Almas;1700400;Tocantins
2013;0;Almas;1700400;Tocantins
2014;0;Almas;1700400;Tocantins
2015;0;Almas;1700400;Tocantins
2016;0;Almas;1700400;Tocantins
2017;0;Almas;1700400;Tocantins
2018;0;Almas;1700400;Tocantins
2019;0;Almas;1700400;Tocantins
2020;0;Almas;1700400;Tocantins
2021;0;Almas;1700400;Tocantins
2022;0;Almas;1700400;Tocantins
2023;0;Almas;1700400;Tocantins
2024;0;Almas;1700400;Tocantins
2007;0;Alvorada;1700707;Tocantins
2008;0;Alvorada;1700707;Tocantins
2009;0;Alvorada;1700707;Tocantins
2010;0;Alvorada;1700707;Tocantins
2011;0;Alvorada;1700707;Tocantins
2012;0;Alvorada;1700707;Tocantins
2013;0;Alvorada;1700707;Tocantins
2014;0;Alvorada;1700707;Tocantins
2015;0;Alvorada;1700707;Tocantins
2016;0;Alvorada;1700707;Tocantins
2017;0;Alvorada;1700707;Tocantins
2018;0;Alvorada;1700707;Tocantins
2019;0;Alvorada;1700707;Tocantins
2020;0;Alvorada;1700707;Tocantins
2021;0;Alvorada;1700707;Tocantins
2022;0;Alvorada;1700707;Tocantins
2023;0;Alvorada;1700707;Tocantins
2024;0;Alvorada;1700707;Tocantins
2007;1153,388302707923;Ananas;1701002;Tocantins
2008;4,68830946408697;Ananas;1701002;Tocantins
2009;1,0527700135304021;Ananas;1701002;Tocantins
2010;1,493279784375313;Ananas;1701002;Tocantins
2011;3,6676240099874695;Ananas;1701002;Tocantins
2012;0,3332040254335997;Ananas;1701002;Tocantins
2013;0,3112683086822987;Ananas;1701002;Tocantins
2014;1,7783324745379183;Ananas;1701002;Tocantins
2015;1,984896002252807;Ananas;1701002;Tocantins
2016;0,19519555344146358;Ananas;1701002;Tocantins
2017;0;Ananas;1701002;Tocantins
2018;1,142936908029312;Ananas;1701002;Tocantins
2019;0,2845802199674038;Ananas;1701002;Tocantins
2020;5,204018267032309;Ananas;1701002;Tocantins
2021;0,6202691974597164;Ananas;1701002;Tocantins
2022;0,5332570878413229;Ananas;1701002;Tocantins
2023;0,5517603653609141;Ananas;1701002;Tocantins
2024;0;Ananas;1701002;Tocantins
2007;194,27508425809606;Angico;1701051;Tocantins
